goods_code,hier_pos,language,description
3812399045,10,FR,"Produits de réaction de 2-aminoéthanol avec N-butyl-2,2,6,6-tétraméthyl-4-piperidinamine-2,4,6-trichloro-1,3,5-triazine cyclohexane et peroxydé, (CAS RN 191743-75-6) d'une pureté en poids de 99 % ou plus"
3812399048,10,FR,"Photostabilisant UV (CAS RN 129757-67-1), mélange contenant en poids 97 % ou plus de:

-bis[2,2,6,6-tetraméthyl-1-(octyloxy)pipéridin-4-yl] décanedioate, et

-1,1'-bis[2,2,6,6-tetraméthyl-1-(octyloxy)pipéridin-4-yl] 10,10'-{octane-1,8-diylbis[oxy(2,2,6,6- tetraméthylpiperidine-1,4-diyl)]} didécanedioate
"
3812399050,10,FR,"Masse de réaction du 10-éthyl-4,4-dioctyl-7-oxo-8-oxa-3,5-dithia-4-stannatétradécanoate de 2-éthylhexyle et du 10-éthyl-4-[[2-[(2-éthylhexyl)oxy]-2-oxoéthyl]thio]-4-octyl-7-oxo-8-oxa-3,5-dithia-4-stannatétradécanoate de 2-éthylhexyle (masse de réaction du DOTE et du MOTE)"
3812399053,10,FR,"Photostabilisant, contenant en poids plus de 90 % de produits de la réaction de l'ester méthylique d'acide stéarique avec du 1-(2-hydroxy-2-méthylpropoxy)-2,2,6,6-tetraméthyl-4-pipéridinol (CAS RN 300711-92-6)"
3812399055,10,FR,"Stabilisateur UV contenant les composés suivants: 
						
-|2-(4,6-bis(2,4-diméthylphényl)-1,3,5-triazine-2-yl)-5-(octyloxy)-phénol (CAS|RN|2725-22-6); et 
						
-|N,N'-bis(1,2,2,6,6-pentaméthyl-4-pipéridinyl)-1,6-hexanediamine, polymère avec 2,4-dichloro-6-(4-morpholinyl)-1,3,5-triazine (CAS|RN|193098-40-7) ou 
						
-|N,N'-bis(,2,2,6,6-tétraméthyl-4-pipéridinyl)-1,6-hexanediamine, polymère avec|2,4-dichloro-6-(4-morpholinyl)-1,3,5-triazine (CAS|RN|82451-48-7)"
3812399065,10,FR,"Stabilisateur pour matière plastique constitué de: 
						
-|2-éthylhexyle 10-éthyl-4,4-diméthyl-7-oxo-8-oxa-3,5-dithia-4-stannatétradecanoate (CASRN57583-35-4), 
						
-|2-éthylhexyle 10-éthyl-4-[[2-[(2-éthylhexyl)oxy]-2-oxoéthyl]thio]-4-méthyl-7-oxo-8-oxa-3,5-dithia-4-stannatétradecanoate (CASRN57583-34-3), et 
						
-|mercaptoacétate de 2-éthylhexyle (CAS RN 7659-86-1)"
3812399075,10,FR,"Photostabilisant UV contenant en poids un mélange de:
-	85% ou plus d’esters d’alkyles ramifiés et droits C7 à C9 d’acide [3-(2H-benzotriazol-2-yl)-5-(1,1- diméthyléthyl)-4-hydroxy]-1-phénylpropanoïque (CAS RN 127519-17-9) , et
-	8% ou moins d’acétate de 2-méthoxy-1-méthyléthyle (CAS RN 108-65-6)
"
3812399080,10,FR,"Stabilisateur UV, constitué:
 
-|d'une amine encombrée: polymère de N,N'-Bis(1,2,2,6,6-pentaméthyl-4-pipéridinyl)-1,6-hexanediamine et 2,4-dichloro-6-(4-morpholinyl)-1,3,5-triazine (CAS RN 193098-40-7) et
 
-|soit un absorbeur UV à base d'o-hydroxyphenyl triazine,
 
-|soit un composé phénolique chimiquement modifié
"
3812399090,10,FR,autres
3813000000,4,FR,Compositions et charges pour appareils extincteurs; grenades et bombes extinctrices
3813000010,10,FR,"Compositions et charges pour appareils extincteurs, visés à la position 8424, destinés à certains types de véhicules aériens"
3813000090,10,FR,autres
3814000000,4,FR,"Solvants et diluants organiques composites, non dénommés ni compris ailleurs; préparations conçues pour enlever les peintures ou les vernis"
3814001000,8,FR,à base d'acétate de butyle
3814001010,10,FR,"Alcool éthylique obtenu à partir de produits agricoles (tels qu’énumérés à l’annexe I du traité sur le fonctionnement de l’Union européenne), dénaturé ou non dénaturé, à l’exclusion des produits d’une teneur en eau supérieure à 0,3|% (m/m) mesurée conformément à la norme EN15376, ainsi que l’alcool éthylique obtenu à partir de produits agricoles (tels qu’énumérés à l’annexe I du traité sur le fonctionnement de l’Union européenne) et mélangé à l’essence dans une proportion supérieure à 10|% (v/v)"
3814001090,10,FR,autres
3814009000,8,FR,autres
3814009040,10,FR,Mélanges azéotropiques contenant isomères d'éther méthylique de nonafluorobutyle et/ou d'éther éthylique de nonafluorobutyle
3814009070,10,FR,"Alcool éthylique obtenu à partir de produits agricoles (tels qu’énumérés à l’annexe I du traité sur le fonctionnement de l’Union européenne), dénaturé ou non dénaturé, à l’exclusion des produits d’une teneur en eau supérieure à 0,3|% (m/m) mesurée conformément à la norme EN15376, ainsi que l’alcool éthylique obtenu à partir de produits agricoles (tels qu’énumérés à l’annexe I du traité sur le fonctionnement de l’Union européenne) et mélangé à l’essence dans une proportion supérieure à 10|% (v/v)"
3814009099,10,FR,autres
3815000000,4,FR,"Initiateurs de réaction, accélérateurs de réaction et préparations catalytiques, non dénommés ni compris ailleurs"
3815110000,6,FR,Catalyseurs supportés
3815110000,6,FR,ayant comme substance active le nickel ou un composé de nickel
3815120000,6,FR,ayant comme substance active un métal précieux ou un composé de métal précieux
3815120010,10,FR,"Catalyseur, sous forme de grains ou d'anneaux d'un diamètre de 3|mm ou plus mais n'excédant pas 10|mm, constitué d'argent fixé sur un support en oxyde d'aluminium, et contenant en poids 8|% ou plus mais pas plus de 40|% d'argent"
3815120090,10,FR,autres
3815190000,6,FR,autres
3815191000,8,FR,"Catalyseurs sous forme de grains dont 90|% en poids ou plus sont de dimension n'excédant pas 10|micromètres, constitués d'un mélange d'oxydes fixé sur un support en silicate de magnésium, contenant en poids:
-|20|% ou plus mais pas plus de 35|% de cuivre,
-|2|% ou plus mais pas plus de 3|% de bismuth,
et d'une densité apparente de 0,2|ou plus mais n'excédant pas 1,0"
3815199000,8,FR,autres
3815199010,10,FR,"Catalyseur constitué de trioxyde de chrome, de trioxyde de dichrome ou de composés organométalliques du chrome, fixés sur un support en dioxyde de silicium présentant un volume de pores de 2 cm³/g ou plus, tel que déterminé par la méthode d'absorption d’azote"
3815199030,10,FR,"Catalyseur contenant du tétrachlorure de titane fixé sur un support de dichlorure de magnésium, destiné à être utilisé dans la fabrication de polypropylène"
3815199055,10,FR,"Composants pour système catalytique importés en tant que composants individuels ou sous forme d'assortiments, constitués d'au moins une des préparations suivantes:

-matériaux céramiques (CAS RN 66402-68-4),

-oxyde de molybdène et oxyde de nickel fixés sur un support en oxyde d'aluminium,

-oxyde de molybdène, oxyde de nickel et phosphate d'aluminium fixés sur un support en oxyde d'aluminium,

-oxyde de molybdène, oxyde de nickel, phosphate d'aluminium, silice et molybdène fixés sur un support en oxyde d'aluminium,
destiné à être utilisé contre les impuretés organiques et inorganiques dans la production de kérosène"
3815199070,10,FR,"Catalyseur constitué de composés organo-métalliques d'aluminium et de zirconium, fixés sur un support en dioxyde de silicium"
3815199075,10,FR,"Catalyseur constitué de composés organo-métalliques d'aluminium et de chrome, fixés sur un support en dioxyde de silicium"
3815199080,10,FR,"Catalyseur constitué de composés organo-métalliques de magnésium et de titane, fixés sur un support en dioxyde de silicium, sous forme de suspension dans de l'huile minérale"
3815199082,10,FR,"Catalyseur constitué de composés organo-métalliques de bore, de titane et d’aluminium, fixés sur un support en dioxyde de silicium, sous forme de poudre"
3815199085,10,FR,"Catalyseur constitué de composés organo-métalliques d'aluminium, de magnésium et de titane, fixés sur un support en dioxyde de silicium, sous forme de poudre"
3815199086,10,FR,"Catalyseur contenant du tétrachlorure de titane fixé sur un support de dichlorure de magnésium, destiné à être utilisé dans la fabrication de polyoléfines"
3815199090,10,FR,autres
3815900000,6,FR,autres
3815901000,8,FR,Catalyseurs constitués d'acétate d'éthyltriphénylphosphonium sous forme de solution dans du méthanol
3815909000,8,FR,autres
3815909016,10,FR,Initiateur à base de diméthylaminopropyl urée
3815909030,10,FR,"Catalyseur, constitué d'une suspension dans de l'huile minérale de: 
-|complexes de tétrahydrofuranne de chlorure de magnésium et de chlorure de titane(III); et de 
 
-|dioxyde de silicium 
 
-|contenant 6,6|%|(± 0,6|%) en poids de magnésium et 
 
-|contenant 2,3|%| (± 0,2|%) en poids de titane"
3815909038,10,FR,"Photo-initiateur contenant en poids:

-80 % ou plus de di[β-4-[4-(2-diméthylamino-2-benzyl)butanoylphényl]pipérazine]propionate de polyéthylène glycol (CAS RN 886463-10-1),

-pas plus de 17 % de [β-4-[4-(2-diméthylamino-2-benzyl)butanoylphényl]pipérazine]propionate de polyéthylène glycol
"
3815909043,10,FR,"Catalyseur en poudre composé en poids de

-92,50 % (± 2° %) de dioxyde de titane (CAS RN 13463-67-7)

-5 % (± 1° %) de dioxyde de silicone (CAS RN 112926-00-8) et

-2,5 % (± 1,5 %) de trioxyde de soufre (CAS RN 7446-11-9)
"
3815909048,10,FR,"Photo-initiateur contenant en poids:

-88 % ou plus d'α-(2-benzoylbenzoyl)-ω-[(2-benzoylbenzoyl)oxy]-poly(oxy-1,2-éthanediyl) (CAS RN 1246194-73-9),

-pas plus de 12 % d'α-(2-benzoylbenzoyl)-ω-hydroxy-poly(oxy-1,2-éthanediyl) (CAS RN 1648797-60-7)
"
3815909050,10,FR,"Catalyseur contenant du trichlorure de titane, sous forme de suspension dans l'hexane ou l'heptane contenant en poids, sur produit exempt d'hexane ou d'heptane, 9|% ou plus mais pas plus de 30|% de titane"
3815909055,10,FR,"Préparations catalytiques pour le craquage catalytique fluide, ne contenant pas de zéolite de type Y (CAS RN 308079-79-0), et n'étant pas un catalyseur de base pour craquage catalytique fluide, sous forme de poudre, composé d'une ou de plusieurs des substances actives suivantes:

-carbonate de calcium (CAS RN 471-34-1),

-oxyde de cuivre (CAS RN 1217-38-0),

-oxyde de fer (CAS RN 1309-37-1),

-oxyde d'aluminium, de magnésium et de vanadium (CAS RN 70621-8-0),

-pentoxyde de vanadium (CAS RN 1314-62-1),

-phosphate d'aluminium (CAS RN 7784-30-7),

-oxyde de cérium (CAS RN 1306-38-3),

-zéolite de type ZSM-5 (CAS RN 308081-08-5),
et d'une ou plusieurs des substances inertes suivantes:

-oxyde de magnésium (CAS RN 1309-48-8),

-oxyde d'aluminium (CAS RN 1344-28-1),

-kaolin (CAS RN 1332-58-7)
"
3815909058,10,FR,"(2,7-Di-tert-butyl-9-fluorényl)diméthylhafnium de 1,1′-Bis(4-triéthylsilylphényl)méthylène(cyclopentadiényl) (CAS RN 264926-41-2) en solution dans de l'hexane (CAS RN 110-54-3), contenant en poids 2,0 % ou plus mais pas plus de 2,5 % de (2,7-di-tert-butyl-9-fluorényl)diméthylhafnium de 1,1′-bis(4-triéthylsilylphényl)méthylène(cyclopentadiényl)"
3815909076,10,FR,Catalyseur se composé de dioxyde de titane et de trioxyde de tungstène
3815909080,10,FR,Catalyseur constitué principalement d'acide dinonylnaphtalènedisulfonique sous forme de solution dans de l'isobutanol
3815909081,10,FR,"Catalyseur, contenant en poids 69|% ou plus mais pas plus de 79|% de 2-éthylhexanoate de (2-hydroxy-1-méthyléthyl)triméthylammonium"
3815909085,10,FR,"Catalyseur à base d'aluminosilicate (zéolite), destiné à l'alkylation d'hydrocarbures aromatiques ou à la transalkylation d'hydrocarbures alkylaromatiques ou à l'oligomérisation d'oléfines"
3815909088,10,FR,"Catalyseur, constitué de tétrachlorure de titane et de chlorure de magnésium, contenant - pour un mélange sans huile et sans hexane:
 
-|4|% ou plus mais pas plus de 10|% en poids de titane et
 
-|10|% ou plus mais pas plus de 20|% de magnésium
"
3815909089,10,FR,"Bactérie Rhodococcus rhodocrous J1, constituée d'une suspension d'enzymes, contenue dans un gel de polyacrylamide ou dans de l'eau, utilisée comme catalyseur pour l'hydratation d'acrylonitrile en acrylamide"
3815909090,10,FR,autres
3816000000,4,FR,"Ciments, mortiers, bétons et compositions similaires réfractaires y compris les pisés de dolomie, autres que les produits du n$o|3801"
3816001000,8,FR,Pisé de dolomie
3816009000,8,FR,autres
3817000000,4,FR,"Alkylbenzènes en mélanges et alkylnaphtalènes en mélanges, autres que ceux des n$o$s|2707|ou 2902"
3817005000,8,FR,Alkylbenzène linéaire
3817005010,10,FR,"Mélange d'alkylbenzènes (C14-26) contenant en poids:
 
-|35|% ou plus mais pas plus de 60|% d' eicosylbenzène,
 
-|25|% ou plus mais pas plus de 50|% de docosylbenzène,
 
-|5|% ou plus mais pas plus de 25|% de tétracosylbenzène
"
3817005090,10,FR,autres
3817008000,8,FR,autres
3817008010,10,FR,"Mélange d'alkylnaphtalènes, contenant en poids:
 
-|88|% ou plus mais pas plus de 98|% d'hexadécylnaphtalène
 
-|2|% ou plus mais pas plus de 12|% de dihexadécylnaphtalène
"
3817008020,10,FR,Mélange d'alkylbenzènes ramifiés contenant principalement des dodécylbenzènes
3817008030,10,FR,"Naphtalène, modifié par des chaînes aliphatiques d'une longueur située entre|12|et|56|atomes de carbone"
3817008090,10,FR,autres
3818000000,4,FR,"Éléments chimiques dopés en vue de leur utilisation en électronique, sous forme de disques, plaquettes ou formes analogues; composés chimiques dopés en vue de leur utilisation en électronique"
3818001100,8,FR,Silicium dopé
3818001100,8,FR,"Plaquettes d'une épaisseur n'excédant pas 200|micromètres, rectangulaires, même avec angles coupés ou arrondis (dites ""plaquettes photovoltaïques"")"
3818001900,8,FR,autre
3818009000,8,FR,autres
3819000000,4,FR,"Liquides pour freins hydrauliques et autres liquides préparés pour transmissions hydrauliques, ne contenant pas d'huiles de pétrole ni de minéraux bitumineux ou en contenant moins de 70|% en poids"
3819000010,10,FR,"à base d'esters silicates ou phosphoriques, destinés à certains types de véhicules aériens"
3819000090,10,FR,autres
3820000000,4,FR,Préparations antigel et liquides préparés pour dégivrage
3820000010,10,FR,"Alcool éthylique obtenu à partir de produits agricoles (tels qu’énumérés à l’annexe I du traité sur le fonctionnement de l’Union européenne), dénaturé ou non dénaturé, à l’exclusion des produits d’une teneur en eau supérieure à 0,3|% (m/m) mesurée conformément à la norme EN15376, ainsi que l’alcool éthylique obtenu à partir de produits agricoles (tels qu’énumérés à l’annexe I du traité sur le fonctionnement de l’Union européenne) et mélangé à l’essence dans une proportion supérieure à 10|% (v/v)"
3820000090,10,FR,autres
3821000000,4,FR,"Milieux de culture préparés pour le développement et l'entretien des micro-organismes (y compris les virus et les organismes similaires) ou des cellules végétales, humaines ou animales"
3822000000,4,FR,"Réactifs de diagnostic ou de laboratoire sur tout support et réactifs de diagnostic ou de laboratoire préparés, même sur un support, même présentés sous forme de trousses, autres que ceux du no|3006; matériaux de référence certifiés"
3822110000,6,FR,"Réactifs de diagnostic ou de laboratoire sur tout support et réactifs de diagnostic ou de laboratoire préparés, même sur un support, même présentés sous forme de trousses"
3822110000,6,FR,pour le paludisme
3822120000,6,FR,pour le Zika et d'autres maladies transmises par les moustiques du genre Aedes
3822130000,6,FR,pour la détermination des groupes ou des facteurs sanguins
3822190000,6,FR,autres
3822190010,10,FR,pour l’espèce virale SARS-CoV
3822190090,10,FR,autres
3822900000,6,FR,autres
3823000000,4,FR,Acides gras monocarboxyliques industriels; huiles acides de raffinage; alcools gras industriels
3823110000,6,FR,Acides gras monocarboxyliques industriels; huiles acides de raffinage
3823110000,6,FR,Acide stéarique
3823110020,10,FR,du type utilisé pour l'alimentation animale
3823110020,10,FR,"Acides gras présentant une chaîne carbonée de C6, C8, C10, C12, C14, C16 ou C18 et ayant un indice d’iode inférieur à 105 g/100 g et un degré de fractionnement d’au moins 97 %, y compris les acides gras simples (également appelés «de coupe pure») et les mélanges constitués d’une combinaison de deux ou plusieurs chaînes carbonées"
3823110050,10,FR,autres
3823110070,10,FR,autres
3823110070,10,FR,"Acides gras présentant une chaîne carbonée de C6, C8, C10, C12, C14, C16 ou C18 et ayant un indice d’iode inférieur à 105 g/100 g et un degré de fractionnement d’au moins 97 %, y compris les acides gras simples (également appelés «de coupe pure») et les mélanges constitués d’une combinaison de deux ou plusieurs chaînes carbonées"
3823110080,10,FR,autres
3823120000,6,FR,Acide oléique
3823120020,10,FR,du type utilisé pour l'alimentation animale
3823120020,10,FR,"Acides gras présentant une chaîne carbonée de C6, C8, C10, C12, C14, C16 ou C18 et ayant un indice d’iode inférieur à 105 g/100 g et un degré de fractionnement d’au moins 97 %, y compris les acides gras simples (également appelés «de coupe pure») et les mélanges constitués d’une combinaison de deux ou plusieurs chaînes carbonées"
3823120050,10,FR,autres
3823120070,10,FR,autres
3823120070,10,FR,"Acides gras présentant une chaîne carbonée de C6, C8, C10, C12, C14, C16 ou C18 et ayant un indice d’iode inférieur à 105 g/100 g et un degré de fractionnement d’au moins 97 %, y compris les acides gras simples (également appelés «de coupe pure») et les mélanges constitués d’une combinaison de deux ou plusieurs chaînes carbonées"
3823120080,10,FR,autres
3823130000,6,FR,Tall acides gras
3823130010,10,FR,du type utilisé pour l'alimentation animale
3823130090,10,FR,autres
3823190000,6,FR,autres
3823191000,8,FR,Acides gras distillés
3823191030,10,FR,du type utilisé pour l'alimentation animale
3823191030,10,FR,"Acides gras présentant une chaîne carbonée de C6, C8, C10, C12, C14, C16 ou C18 et ayant un indice d’iode inférieur à 105 g/100 g et un degré de fractionnement d’au moins 97 %, y compris les acides gras simples (également appelés «de coupe pure») et les mélanges constitués d’une combinaison de deux ou plusieurs chaînes carbonées"
3823191050,10,FR,autres
3823191070,10,FR,autres
3823191070,10,FR,"Acides gras présentant une chaîne carbonée de C6, C8, C10, C12, C14, C16 ou C18 et ayant un indice d’iode inférieur à 105 g/100 g et un degré de fractionnement d’au moins 97 %, y compris les acides gras simples (également appelés «de coupe pure») et les mélanges constitués d’une combinaison de deux ou plusieurs chaînes carbonées"
3823191080,10,FR,autres
3823193000,8,FR,Distillat d'acide gras
3823193020,10,FR,"Distillat d'acides gras de palme, même hydrogéné, d'une teneur en acides gras libres de 80|% ou plus destiné à la fabrication"
3823193020,10,FR,"d'acides gras monocarboxyliques industriels de la position 3823
 
-|d'acide stéarique de la position 3823
 
-|d'acide stéarique de la position 2915
 
-|d'acide palmitique de la position 2915"
3823193030,10,FR,"de préparations pour l'alimentation des animaux de la sous-position 2309
"
3823193080,10,FR,autres
3823193080,10,FR,du type utilisé pour l'alimentation animale
3823193089,10,FR,autres
3823199000,8,FR,autres
3823199020,10,FR,Huiles acides de raffinage de palme destinées à la fabrication
3823199020,10,FR,"d'acides gras monocarboxyliques industriels de la position 3823
 
d'acide stéarique de la position 3823
 
d'acide stéarique de la position 2915
 
d'acide palmitique de la position 2915"
3823199030,10,FR,"de préparations pour l'alimentation des animaux de la sous-position 2309
"
3823199070,10,FR,autres
3823199070,10,FR,du type utilisé pour l'alimentation animale
3823199070,10,FR,"Acides gras présentant une chaîne carbonée de C6, C8, C10, C12, C14, C16 ou C18 et ayant un indice d’iode inférieur à 105 g/100 g et un degré de fractionnement d’au moins 97 %, y compris les acides gras simples (également appelés «de coupe pure») et les mélanges constitués d’une combinaison de deux ou plusieurs chaînes carbonées"
3823199075,10,FR,autres
3823199095,10,FR,autres
3823199095,10,FR,"Acides gras présentant une chaîne carbonée de C6, C8, C10, C12, C14, C16 ou C18 et ayant un indice d’iode inférieur à 105 g/100 g et un degré de fractionnement d’au moins 97 %, y compris les acides gras simples (également appelés «de coupe pure») et les mélanges constitués d’une combinaison de deux ou plusieurs chaînes carbonées"
3823199098,10,FR,autres
3823700000,6,FR,Alcools gras industriels
3823700010,10,FR,du type utilisé pour l'alimentation animale
3823700090,10,FR,autres
3824000000,4,FR,"Liants préparés pour moules ou noyaux de fonderie; produits chimiques et préparations des industries chimiques ou des industries connexes (y compris celles consistant en mélanges de produits naturels), non dénommés ni compris ailleurs"
3824100000,6,FR,Liants préparés pour moules ou noyaux de fonderie
3824100010,10,FR,à base de résines synthétiques
3824100090,10,FR,autres
3824300000,6,FR,Carbures métalliques non agglomérés mélangés entre eux ou avec des liants métalliques
3824300010,10,FR,Carbures de tungstène
3824300010,10,FR,"Sous forme de particules irrégulières et non fluides, simplement mélangés à de la poudre métallique"
3824300020,10,FR,"Poudre prête à la compression, sous forme de particules sphériques ou de forme granulaire, homogènes et fluides, simplement mélangée à de la poudre métallique et/ou à d’autres carbures, ainsi qu’à un liant organique"
3824300030,10,FR,"Autres, sous forme de particules sphériques ou de forme granulaire, homogènes et fluides, simplement mélangés à de la poudre métallique et/ou à d’autres carbures"
3824300040,10,FR,"Autres, simplement mélangés à de la poudre métallique et/ou à d’autres carbures"
3824300090,10,FR,autres
3824400000,6,FR,"Additifs préparés pour ciments, mortiers ou bétons"
3824500000,6,FR,"Mortiers et bétons, non réfractaires"
3824501000,8,FR,Béton prêt à la coulée
3824509000,8,FR,autres
3824600000,6,FR,"Sorbitol, autre que celui du n$o|2905|44"
3824601100,8,FR,en solution aqueuse
3824601100,8,FR,contenant du D-mannitol dans une proportion inférieure ou égale à 2|% en poids calculée sur sa teneur en D-glucitol
3824601900,8,FR,autre
3824609100,8,FR,autre
3824609100,8,FR,contenant du D-mannitol dans une proportion inférieure ou égale à 2|% en poids calculée sur sa teneur en D-glucitol
3824609900,8,FR,autre
3824810000,6,FR,Marchandises mentionnées dans la Note 3|de sous-positions du présent chapitre
3824810000,6,FR,contenant de l'oxiranne (oxyde d'éthylène)
3824820000,6,FR,"contenant des polybromobiphényles (PBB), des polychloroterphényles (PCT) ou des polychlorobiphényles (PCB)"
3824820010,10,FR,préparation contenant des polychlorobiphényles (PCB
3824820020,10,FR,préparation contenant de l’hexabromobiphényle (CAS 36355-01-8)
3824820090,10,FR,autres
3824830000,6,FR,"contenant du phosphate de tris(2,3-dibromopropyle"
3824840000,6,FR,"contenant de l'aldrine (ISO), du camphéchlore (ISO) (toxaphène), du chlordane (ISO), du chlordécone (ISO), du DDT (ISO) (clofénotane (DCI), 1,1,1-trichloro-2,2-bis(p-chlorophényl)éthane), de la dieldrine (ISO, DCI), de l'endosulfan (ISO), de l'endrine (ISO) de l'heptachlore (ISO) ou du mirex (ISO)"
3824840010,10,FR,préparation contenant du DDT (ISO)  (CAS 50-29-3)
3824840015,10,FR,préparation contenant du camphéchlore (ISO)
3824840020,10,FR,préparation contenant du chlordane (ISO)  (CAS 57-74-9)
3824840030,10,FR,préparation contenant de la dieldrine (ISO) (CAS 60-57-1)
3824840040,10,FR,préparation contenant de l’endrine (ISO) (CAS 72-20-8)
3824840050,10,FR,préparation contenant de l’endosulfan (ISO) (115-29-7)
3824840060,10,FR,préparation contenant du chlordécone (ISO) (CAS 143-50-0)
3824840070,10,FR,préparation contenant du mirex
3824840090,10,FR,autres
3824850000,6,FR,"contenant du 1,2,3,4,5,6-hexachlorocyclohexane [HCH (ISO)] y compris lindane (ISO, DCI)"
3824860000,6,FR,contenant du pentachlorobenzène (ISO) ou du hexachlorobenzène (ISO)
3824870000,6,FR,"contenant de l'acide perfluorooctane sulfonique, ses sels, des perfluorooctane sulfonamides, ou du fluorure de perfluorooctane sulfonyle"
3824880000,6,FR,"contenant des éthers tetra-, penta-, hexa-, hepta- ou octabromodiphényliques"
3824890000,6,FR,Contenant des paraffines chlorées à chaîne courte
3824890010,10,FR,"alcanes en C10-13, chloro (CAS 85535-84-8 )"
3824890090,10,FR,autres
3824910000,6,FR,autres
3824910000,6,FR,"Mélanges et préparations constitués essentiellement de méthylphosphonate de (5-éthyl-2-méthyl-2-oxido-1,3,2-dioxaphosphinan-5-yl)méthyle et de méthyle et de méthylphosphonate de bis[(5-éthyl-2-méthyl-2-oxido-1,3,2-dioxaphosphinan-5-yl)méthyle]"
3824920000,6,FR,Esters de polyglycol d'acide méthylphosphonique
3824990000,6,FR,autres
3824991000,8,FR,"Sulfonates de pétrole, à l'exclusion des sulfonates de pétrole de métaux alcalins, d'ammonium ou d'éthanolamines; acides sulfoniques d'huiles de minéraux bitumineux, thiophénés, et leurs sels"
3824991500,8,FR,Échangeurs d'ions
3824992000,8,FR,Compositions absorbantes pour parfaire le vide dans les tubes ou valves électriques
3824992500,8,FR,"Pyrolignites (de calcium, etc.); tartrate de calcium brut; citrate de calcium brut"
3824993000,8,FR,"Acides naphténiques, leurs sels insolubles dans l'eau et leurs esters"
3824994500,8,FR,autres
3824994500,8,FR,Préparations désincrustantes et similaires
3824995000,8,FR,Préparations pour la galvanoplastie
3824995500,8,FR,"Mélanges de mono-, di- et tri-, esters d'acides gras du glycérol (émulsionnants de corps gras)"
3824996100,8,FR,Produits et préparations utilisés à des fins pharmaceutiques ou chirurgicales
3824996100,8,FR,"Produits intermédiaires obtenus au cours de la fabrication d'antibiotiques, provenant de la fermentation de Streptomyces tenebrarius, même séchés, destinés à la fabrication de médicaments du n$o|3004|pour la médecine humaine"
3824996200,8,FR,Produits intermédiaires de la fabrication des sels de monensin
3824996400,8,FR,autres
3824996500,8,FR,Produits auxiliaires du genre de ceux utilisés en fonderie (autres que ceux visés au n$o|3824|10|00)
3824997000,8,FR,"Préparations ignifuges, hydrofuges et autres, utilisées pour la protection des constructions"
3824997500,8,FR,autres
3824997500,8,FR,"Tranches de niobate de lithium, non dopées"
3824998000,8,FR,"Mélange d'amines dérivées d'acides gras dimérisés, d'un poids moléculaire moyen de 520|ou plus mais n'excédant pas 550"
3824998500,8,FR,3-(1-Éthyl-1-méthylpropyl)isoxazole-5-ylamine sous forme de solution dans le toluène
3824998600,8,FR,"Mélanges constitués essentiellement de méthylphosphonate de diméthyle, d'oxiranne et de pentaoxyde de diphosphore"
3824999200,8,FR,"Produits ou préparations chimiques composés principalement de constituants organiques, non dénommés ni compris ailleurs"
3824999200,8,FR,sous forme liquide à 20|°C
3824999201,10,FR,"Naphtalène, dérivés chloro (CAS 70776-03-3)"
3824999202,10,FR,"préparation contenant de l’hexabromocyclododécane (CAS 25637-99-4, 3194-55-6)"
3824999207,10,FR,Mélanges contenant des dérivés halogénés de l’éthylène ou du propylène
3824999207,10,FR,"R514a [contenant 74,7|% de 1,1,1,4,4,4-hexafluoro-2-butène (HFC-1336mzz) et 25,3|% de trans-1,2-dichloroéthylène]"
3824999208,10,FR,autres
3824999210,10,FR,"Mélanges contenant, en poids, plus de 20 % de gazoles paraffiniques obtenus par synthèse et/ou hydrotraitement, d'origine non fossile"
3824999210,10,FR,en provenance du Canada
3824999214,10,FR,autres
3824999217,10,FR,"Mélanges contenant, en poids, pas plus de 20 % de gazoles paraffiniques obtenus par synthèse et/ou hydrotraitement, d'origine non fossile"
3824999221,10,FR,"Produits de réaction de la 1,3,4-thiadiazolidine-2,5-dithione, du formaldéhyde et du 4-heptylphénol, ramifié et linéaire (PR-HP) (avec ≥ 0,1% m/m de 4-heptylphénol, ramifié et linéaire)"
3824999222,10,FR,"Solution contenant :

-30 % ou plus mais pas plus de 40 % en poids d'hexafluorophosphate de lithium (CAS RN 21324-40-3), et

-60 % ou plus mais pas plus de 70 % en poids de carbonate d'éthyle méthyle (CAS RN 623-53-0), ou de carbonate de diméthyle (CAS RN 616-38-6)
"
3824999223,10,FR,"Complexes phosphatobutyliques de titane(IV), d'éthanol et de propane-2-ol (CAS|RN|109037-78-7), dissous dans l'éthanol et le propan-2-ol"
3824999224,10,FR,"4-(1,1,3,3-tétraméthylbutyl) phénol"
