goods_code,hier_pos,language,description
3926400000,6,EN,Statuettes and other ornamental articles
3926900000,6,EN,Other
3926905000,8,EN,Perforated buckets and similar articles used to filter water at the entrance to drains
3926906000,8,EN,Protective face shields/visors
3926909700,8,EN,Other
3926909705,10,EN,"For technical uses, for use in civil aircraft"
3926909710,10,EN,"Microspheres of a polymer of divinylbenzene, of a diameter of 4,5|µm or more but not more than 80|µm"
3926909722,10,EN,"Gaskets for road vehicles mirrors and their components, made of polyethylene foam, produced by a thermoforming process and with:
 
-a density of 20 kg/m³ or more, but not more than 40 kg/m³,
 
-a tensile strength of not less than 170 kPa,
 
-water absorption coefficient of not greater than 1 %,
 
-a length of 5 mm or more but not more than 300 mm,
 
-a height of 10 mm or more but not more than 400 mm,
 
-a depth of 5 mm or more but not more than 250 mm
"
3926909723,10,EN,Plastic cover with clips|for the exterior rear-view mirror of motor vehicles
3926909727,10,EN,"Gasket of polyethylene foam, intended to fill-up the space between the body of a motor vehicle|and the base of a rear-view mirror"
3926909730,10,EN,"Parts of car radio and car air-conditioner front panels
 
-|of acrylonitrile-butadiene-styrene with or without polycarbonate,
 
-|coated with a copper, a nickel and a chrome layers,
 
-|with a total thickness of coating of 5,54|μm or more but not more than 49,6|μm
"
3926909733,10,EN,"Housings, housing parts, drums, setting wheels, frames, covers, upper part, design plate and other parts of acrylonitrile-butadiene-styrene, polycarbonate, polymethylmethacrylate or thermoplastic polyurethane, of a kind used for the manufacture of remote controls"
3926909740,10,EN,Silicone shell for breast implant 
3926909743,10,EN,"Mixture of water and by weight 19 % or more but not more than 35 % of expanded hollow microspheres of a copolymer of acrylonitrile, methacrylonitrile and isobornyl methacrylate or other methacrylate, of a diameter of 3 µm or more but not more than 4,95 μm"
3926909748,10,EN,"Coated interior or exterior decorative parts consisting of:
 
-a copolymer of acrylonitrile-butadiene-styrene (ABS), whether or not mixed with polycarbonate, and
 
-a PVC foil,
 
-not containing layers of copper, nickel or chromium,
for use in the manufacturing of parts for motor vehicles of heading 8701 to 8705"
3926909758,10,EN,"Plastic ferrules and/or plugs:
-supported with or without a stainless steel ring,
-suitable for a maximum working pressure rate of 2,7 MPa or more but not more than 114 MPa, for tubings with:
-outer diameter of 0,33 mm or more but not more than 3,3 mm,
-suitable for a maximum working pressure rate of 2,7 MPa or more but not more than 114 MPa,
-suitable for all solutions used in chromatography, for use in the production of chromatographic systems"
3926909760,10,EN,Sheath contraceptives of polyurethane
3926909777,10,EN,"Silicone decoupling ring with an inner diameter of 14,7mm or more but no more than 16,0mm, in immediate packings of 2 500 pieces or more, of a kind used in car parking aid sensor systems"
3926909790,10,EN,Other
4000000000,2,EN,RUBBER AND ARTICLES THEREOF
4001000000,4,EN,"Natural rubber, balata, gutta-percha, guayule, chicle and similar natural gums, in primary forms or in plates, sheets or strip"
4001100000,6,EN,"Natural rubber latex, whether or not prevulcanised"
4001210000,6,EN,Natural rubber in other forms
4001210000,6,EN,Smoked sheets
4001220000,6,EN,Technically specified natural rubber (TSNR)
4001290000,6,EN,Other
4001300000,6,EN,"Balata, gutta-percha, guayule, chicle and similar natural gums"
4002000000,4,EN,"Synthetic rubber and factice derived from oils, in primary forms or in plates, sheets or strip; mixtures of any product of heading|4001|with any product of this heading, in primary forms or in plates, sheets or strip"
4002110000,6,EN,Styrene-butadiene rubber (SBR); carboxylated styrene-butadiene rubber (XSBR)
4002110000,6,EN,Latex
4002190000,6,EN,Other
4002191000,8,EN,"Styrene-butadiene rubber produced by emulsion polymerisation (E-SBR), in bales"
4002192000,8,EN,"Styrene-butadiene-styrene block copolymers produced by solution polymerisation (SBS, thermoplastic elastomers), in granules, crumbs or powders"
4002193000,8,EN,"Styrene-butadiene rubber produced by solution polymerisation (S-SBR), in bales"
4002199000,8,EN,Other
4002200000,6,EN,Butadiene rubber (BR)
4002310000,6,EN,Isobutene-isoprene (butyl) rubber (IIR); halo-isobutene-isoprene rubber (CIIR or BIIR)
4002310000,6,EN,Isobutene-isoprene (butyl) rubber (IIR)
4002390000,6,EN,Other
4002410000,6,EN,Chloroprene (chlorobutadiene) rubber (CR)
4002410000,6,EN,Latex
4002490000,6,EN,Other
4002510000,6,EN,Acrylonitrile-butadiene rubber (NBR)
4002510000,6,EN,Latex
4002590000,6,EN,Other
4002600000,6,EN,Isoprene rubber (IR)
4002700000,6,EN,Ethylene-propylene-non-conjugated diene rubber (EPDM)
4002800000,6,EN,Mixtures of any product of heading|4001|with any product of this heading
4002910000,6,EN,Other
4002910000,6,EN,Latex
4002990000,6,EN,Other
4002991000,8,EN,Products modified by the incorporation of plastics
4002999000,8,EN,Other
4003000000,4,EN,"Reclaimed rubber in primary forms or in plates, sheets or strip"
4004000000,4,EN,"Waste, parings and scrap of rubber (other than hard rubber) and powders and granules obtained therefrom"
4005000000,4,EN,"Compounded rubber, unvulcanised, in primary forms or in plates, sheets or strip"
4005100000,6,EN,Compounded with carbon black or silica
4005200000,6,EN,Solutions; dispersions other than those of subheading|4005|10
4005910000,6,EN,Other
4005910000,6,EN,"Plates, sheets and strip"
4005990000,6,EN,Other
4006000000,4,EN,"Other forms (for example, rods, tubes and profile shapes) and articles (for example, discs and rings), of unvulcanised rubber"
4006100000,6,EN,'Camel-back' strips for retreading rubber tyres
4006900000,6,EN,Other
4007000000,4,EN,Vulcanised rubber thread and cord
4008000000,4,EN,"Plates, sheets, strip, rods and profile shapes, of vulcanised rubber other than hard rubber"
4008110000,6,EN,Of cellular rubber
4008110000,6,EN,"Plates, sheets and strip"
4008190000,6,EN,Other
4008210000,6,EN,Of non-cellular rubber
4008210000,6,EN,"Plates, sheets and strip"
4008211000,8,EN,Floor coverings and mats
4008219000,8,EN,Other
4008290000,6,EN,Other
4008290010,10,EN,"Profile shapes, cut to size, for use in civil aircraft"
4008290090,10,EN,Other
4009000000,4,EN,"Tubes, pipes and hoses, of vulcanised rubber other than hard rubber, with or without their fittings (for example, joints, elbows, flanges)"
4009110000,6,EN,Not reinforced or otherwise combined with other materials
4009110000,6,EN,Without fittings
4009120000,6,EN,With fittings
4009120010,10,EN,"Suitable for conducting gases or liquids, for use in civil aircraft"
4009120090,10,EN,Other
4009210000,6,EN,Reinforced or otherwise combined only with metal
4009210000,6,EN,Without fittings
4009220000,6,EN,With fittings
4009220010,10,EN,"Suitable for conducting gases or liquids, for use in civil aircraft"
4009220090,10,EN,Other
4009310000,6,EN,Reinforced or otherwise combined only with textile materials
4009310000,6,EN,Without fittings
4009310010,10,EN,"Multilayered rubber pipe, reinforced with aramide fabric, whether or not having polyamide connection elements and steel clamps, for use in the manufacture of automotive heat exchangers and/or condenser in automotive air conditioning systems"
4009310090,10,EN,Other
4009320000,6,EN,With fittings
4009320010,10,EN,"Suitable for conducting gases or liquids, for use in civil aircraft"
4009320020,10,EN,"Multilayered rubber pipe, reinforced with aramide fabric, whether or not having polyamide connection elements and steel clamps, for use in the manufacture of automotive heat exchangers and/or condenser in automotive air conditioning systems"
4009320090,10,EN,Other
4009410000,6,EN,Reinforced or otherwise combined with other materials
4009410000,6,EN,Without fittings
4009420000,6,EN,With fittings
4009420010,10,EN,"Suitable for conducting gases or liquids, for use in civil aircraft"
4009420020,10,EN,"Rubber brake hose with
 
-|textile strings,
 
-|a wall thickness of 3,2|mm,
 
-|a metal hollow terminal pressed on both ends, and
 
-|one or more mounting brackets,
for use in the manufacture of goods of Chapter  87"
4009420090,10,EN,Other
4010000000,4,EN,"Conveyor or transmission belts or belting, of vulcanised rubber"
4010110000,6,EN,Conveyor belts or belting
4010110000,6,EN,Reinforced only with metal
4010120000,6,EN,Reinforced only with textile materials
4010190000,6,EN,Other
4010310000,6,EN,Transmission belts or belting
4010310000,6,EN,"Endless transmission belts of trapezoidal cross-section (V-belts), V-ribbed, of an outside circumference exceeding 60|cm but not exceeding 180|cm"
4010310010,10,EN,Vulcanized rubber endless transmission belt of trapezoidal cross-section (V-belts) with longitudinal V-ribbed pattern on the inner side for use in the manufacture of goods of Chapter 87
4010310090,10,EN,Other
4010320000,6,EN,"Endless transmission belts of trapezoidal cross-section (V-belts), other than V-ribbed, of an outside circumference exceeding 60|cm but not exceeding 180|cm"
4010330000,6,EN,"Endless transmission belts of trapezoidal cross-section (V-belts), V-ribbed, of an outside circumference exceeding 180|cm but not exceeding 240|cm"
4010330010,10,EN,Vulcanized rubber endless transmission belt of trapezoidal cross-section (V-belts) with longitudinal V-ribbed pattern on the inner side for use in the manufacture of goods of Chapter 87
4010330090,10,EN,Other
4010340000,6,EN,"Endless transmission belts of trapezoidal cross-section (V-belts), other than V-ribbed, of an outside circumference exceeding 180|cm but not exceeding 240|cm"
4010350000,6,EN,"Endless synchronous belts, of an outside circumference exceeding 60|cm but not exceeding 150|cm"
4010360000,6,EN,"Endless synchronous belts, of an outside circumference exceeding 150|cm but not exceeding 198|cm"
4010390000,6,EN,Other
4010390010,10,EN,Vulcanized rubber endless transmission belt of trapezoidal cross-section (V-belts) with longitudinal V-ribbed pattern on the inner side for use in the manufacture of goods of Chapter 87
4010390090,10,EN,Other
4011000000,4,EN,"New pneumatic tyres, of rubber"
4011100000,6,EN,Of a kind used on motor cars (including station wagons and racing cars)
4011200000,6,EN,Of a kind used on buses or lorries
4011201000,8,EN,With a load index not exceeding 121
4011209000,8,EN,With a load index exceeding 121
4011300000,6,EN,Of a kind used on aircraft
4011300010,10,EN,For use on civil aircraft
4011300090,10,EN,Other
4011400000,6,EN,Of a kind used on motorcycles
4011500000,6,EN,Of a kind used on bicycles
4011700000,6,EN,Of a kind used on agricultural or forestry vehicles and machines
4011800000,6,EN,"Of a kind used on construction, mining or industrial handling vehicles and machines"
4011900000,6,EN,Other
4012000000,4,EN,"Retreaded or used pneumatic tyres of rubber; solid or cushion tyres, tyre treads and tyre flaps, of rubber"
4012110000,6,EN,Retreaded tyres
4012110000,6,EN,Of a kind used on motor cars (including station wagons and racing cars)
4012120000,6,EN,Of a kind used on buses or lorries
4012120010,10,EN,With a load index exceeding 121
4012120090,10,EN,Other
4012130000,6,EN,Of a kind used on aircraft
4012130010,10,EN,For use on civil aircraft
4012130090,10,EN,Other
4012190000,6,EN,Other
4012200000,6,EN,Used pneumatic tyres
4012200010,10,EN,For use on civil aircraft
4012200090,10,EN,Other
4012900000,6,EN,Other
4012902000,8,EN,Solid or cushion tyres
4012903000,8,EN,Tyre treads
4012909000,8,EN,Tyre flaps
4013000000,4,EN,"Inner tubes, of rubber"
4013100000,6,EN,"Of a kind used on motor cars (including station wagons and racing cars), buses or lorries"
4013200000,6,EN,Of a kind used on bicycles
4013900000,6,EN,Other
4014000000,4,EN,"Hygienic or pharmaceutical articles (including teats), of vulcanised rubber other than hard rubber, with or without fittings of hard rubber"
4014100000,6,EN,Sheath contraceptives
4014900000,6,EN,Other
4015000000,4,EN,"Articles of apparel and clothing accessories (including gloves, mittens and mitts), for all purposes, of vulcanised rubber other than hard rubber"
4015120000,6,EN,"Gloves, mittens and mitts"
4015120000,6,EN,"Of a kind used for medical, surgical, dental or veterinary purposes"
4015190000,6,EN,Other
4015900000,6,EN,Other
4016000000,4,EN,Other articles of vulcanised rubber other than hard rubber
4016100000,6,EN,Of cellular rubber
4016100010,10,EN,"For technical uses, for use in civil aircraft"
4016100090,10,EN,Other
4016910000,6,EN,Other
4016910000,6,EN,Floor coverings and mats
4016920000,6,EN,Erasers
4016930000,6,EN,"Gaskets, washers and other seals"
4016930010,10,EN,"For technical uses, for use in civil aircraft"
4016930030,10,EN,"Rectangular ethylene-propylene-diene rubber gasket, with:
 
-a length of 72 mm or more but not more than 825 mm,
 
-a width of 18 mm or more but not more than 155 mm,
 
-a peak temperature of 150°C or more but not more than 240°C,
 
-a permissible material outflow at the place of the mold split of not more than 0,3 mm
"
4016930090,10,EN,Other
4016940000,6,EN,"Boat or dock fenders, whether or not inflatable"
4016950000,6,EN,Other inflatable articles
4016990000,6,EN,Other
4016995200,8,EN,For motor vehicles of headings|8701|to 8705
4016995200,8,EN,Rubber-to-metal bonded parts
4016995210,10,EN,"Hanger of the exhaust muffler consisting of:
 
-a steel bracket with at least one mounting hole and
 
-silent block,
for use in the manufacture of goods of Chapter 87​"
4016995290,10,EN,Other
4016995700,8,EN,Other
4016995710,10,EN,"Air intake hose for air supply to the combustion part of the engine comprising at least:
 
-|one flexible rubber hose,
 
-|one plastic hose, and
 
-|metal clips,
 
-|whether or not a resonator
for use in the manufacture of goods of Chapter 87"
4016995740,10,EN,"Wiper rubber used in the manufacture of windshield wipers,
 
-made of a mixture of natural rubber and chloroprene rubber
 
-with a Shore hardness of 60A 
"
4016995790,10,EN,Other
4016999100,8,EN,Other
4016999100,8,EN,Rubber-to-metal bonded parts
4016999110,10,EN,"For technical uses, for use in civil aircraft"
4016999190,10,EN,Other
4016999700,8,EN,Other
4016999710,10,EN,"For technical uses, for use in civil aircraft"
4016999730,10,EN,Tyre moulding bladder
4016999790,10,EN,Other
4017000000,4,EN,"Hard rubber (for example, ebonite) in all forms, including waste and scrap; articles of hard rubber"
4100000000,2,EN,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER
4101000000,4,EN,"Raw hides and skins of bovine (including buffalo) or equine animals (fresh, or salted, dried, limed, pickled or otherwise preserved, but not tanned, parchment-dressed or further prepared), whether or not dehaired or split"
4101200000,6,EN,"Whole hides and skins, unsplit, of a weight per skin not exceeding 8|kg when simply dried, 10|kg when dry-salted, or 16|kg when fresh, wet-salted or otherwise preserved"
4101201000,8,EN,Fresh
4101203000,8,EN,Wet-salted
4101205000,8,EN,Dried or dry-salted
4101208000,8,EN,Other
4101500000,6,EN,"Whole hides and skins, of a weight exceeding 16|kg"
4101501000,8,EN,Fresh
4101503000,8,EN,Wet-salted
4101505000,8,EN,Dried or dry-salted
4101509000,8,EN,Other
4101900000,6,EN,"Other, including butts, bends and bellies"
4102000000,4,EN,"Raw skins of sheep or lambs (fresh, or salted, dried, limed, pickled or otherwise preserved, but not tanned, parchment-dressed or further prepared), whether or not with wool on or split, other than those excluded by note|1(c) to this chapter"
4102100000,6,EN,With wool on
4102101000,8,EN,Of lambs
4102109000,8,EN,Other
4102210000,6,EN,Without wool on
4102210000,6,EN,Pickled
4102290000,6,EN,Other
4103000000,4,EN,"Other raw hides and skins (fresh, or salted, dried, limed, pickled or otherwise preserved, but not tanned, parchment-dressed or further prepared), whether or not dehaired or split, other than those excluded by note|1(b) or 1(c) to this chapter"
4103200000,6,EN,Of reptiles
4103300000,6,EN,Of swine
4103900000,6,EN,Other
4104000000,4,EN,"Tanned or crust hides and skins of bovine (including buffalo) or equine animals, without hair on, whether or not split, but not further prepared"
4104110000,6,EN,In the wet state (including wet-blue)
4104110000,6,EN,"Full grains, unsplit; grain splits"
4104111000,8,EN,"Whole bovine (including buffalo) hides and skins, of a unit surface area not exceeding 28|square feet (2,6|m$2)"
4104115100,8,EN,Other
4104115100,8,EN,Of bovine (including buffalo) animals
4104115100,8,EN,"Whole hides and skins, of a unit surface area exceeding 28|square feet (2,6|m$2)"
4104115900,8,EN,Other
4104119000,8,EN,Other
4104190000,6,EN,Other
4104191000,8,EN,"Whole bovine (including buffalo) hides and skins, of a unit surface area not exceeding 28|square feet (2,6|m$2)"
4104195100,8,EN,Other
4104195100,8,EN,Of bovine (including buffalo) animals
4104195100,8,EN,"Whole hides and skins, of a unit surface area exceeding 28|square feet (2,6|m$2)"
4104195900,8,EN,Other
4104199000,8,EN,Other
4104410000,6,EN,In the dry state (crust)
4104410000,6,EN,"Full grains, unsplit; grain splits"
4104411100,8,EN,"Whole bovine (including buffalo) hides and skins, of a unit surface area not exceeding 28|square feet (2,6|m$2)"
4104411100,8,EN,"East India kip, whole or with the head and legs removed, each of a net weight of not more than 4,5|kg, not further prepared than vegetable tanned, whether or not having undergone certain treatments, but obviously unsuitable for immediate use for the manufacture of leather articles"
4104411900,8,EN,Other
4104411910,10,EN,"Buffalo leather, split, chrome tanned synthetic retanned (""crust""), dry"
4104411990,10,EN,Other
4104415100,8,EN,Other
4104415100,8,EN,Of bovine (including buffalo) animals
4104415100,8,EN,"Whole hides and skins, of a unit surface area exceeding 28|square feet (2,6|m$2)"
4104415900,8,EN,Other
4104419000,8,EN,Other
4104490000,6,EN,Other
4104491100,8,EN,"Whole bovine (including buffalo) hides and skins, of a unit surface area not exceeding 28|square feet (2,6|m$2)"
4104491100,8,EN,"East India kip, whole or with the head and legs removed, each of a net weight of not more than 4,5|kg, not further prepared than vegetable tanned, whether or not having undergone certain treatments, but obviously unsuitable for immediate use for the manufacture of leather articles"
4104491900,8,EN,Other
4104495100,8,EN,Other
4104495100,8,EN,Of bovine (including buffalo) animals
4104495100,8,EN,"Whole hides and skins, of a unit surface area exceeding 28|square feet (2,6|m$2)"
4104495900,8,EN,Other
4104499000,8,EN,Other
4105000000,4,EN,"Tanned or crust skins of sheep or lambs, without wool on, whether or not split, but not further prepared"
4105100000,6,EN,In the wet state (including wet-blue)
4105300000,6,EN,In the dry state (crust)
4105301000,8,EN,"Of Indian hair sheep, vegetable pre-tanned, whether or not having undergone certain treatments, but obviously unsuitable for immediate use for the manufacture of leather articles"
4105309000,8,EN,Other
4106000000,4,EN,"Tanned or crust hides and skins of other animals, without wool or hair on, whether or not split, but not further prepared"
4106210000,6,EN,Of goats or kids
4106210000,6,EN,In the wet state (including wet-blue)
4106220000,6,EN,In the dry state (crust)
4106221000,8,EN,"Of Indian goat or kid, vegetable pre-tanned, whether or not having undergone certain treatments, but obviously unsuitable for immediate use for the manufacture of leather articles"
4106229000,8,EN,Other
4106310000,6,EN,Of swine
4106310000,6,EN,In the wet state (including wet-blue)
4106310010,10,EN,Not split
4106310090,10,EN,Split
4106320000,6,EN,In the dry state (crust)
4106400000,6,EN,Of reptiles
4106401000,8,EN,Vegetable pre-tanned
4106409000,8,EN,Other
4106910000,6,EN,Other
4106910000,6,EN,In the wet state (including wet-blue)
4106920000,6,EN,In the dry state (crust)
4107000000,4,EN,"Leather further prepared after tanning or crusting, including parchment-dressed leather, of bovine (including buffalo) or equine animals, without hair on, whether or not split, other than leather of heading|4114"
4107110000,6,EN,Whole hides and skins
4107110000,6,EN,"Full grains, unsplit"
4107111100,8,EN,"Bovine (including buffalo) leather, of a unit surface area not exceeding 28|square feet (2,6|m$2)"
4107111100,8,EN,Boxcalf
4107111900,8,EN,Other
4107119000,8,EN,Other
4107120000,6,EN,Grain splits
4107121100,8,EN,"Bovine (including buffalo) leather, of a unit surface area not exceeding 28|square feet (2,6|m$2)"
4107121100,8,EN,Boxcalf
4107121900,8,EN,Other
4107129100,8,EN,Other
4107129100,8,EN,Bovine (including buffalo) leather
4107129900,8,EN,Equine leather
4107190000,6,EN,Other
4107191000,8,EN,"Bovine (including buffalo) leather, of a unit surface area not exceeding 28|square feet (2,6|m$2)"
4107199000,8,EN,Other
4107910000,6,EN,"Other, including sides"
4107910000,6,EN,"Full grains, unsplit"
4107911000,8,EN,Sole leather
4107919000,8,EN,Other
4107920000,6,EN,Grain splits
4107921000,8,EN,Bovine (including buffalo) leather
4107929000,8,EN,Equine leather
4107990000,6,EN,Other
4107991000,8,EN,Bovine (including buffalo) leather
4107999000,8,EN,Equine leather
4112000000,4,EN,"Leather further prepared after tanning or crusting, including parchment-dressed leather, of sheep or lamb, without wool on, whether or not split, other than leather of heading|4114"
4113000000,4,EN,"Leather further prepared after tanning or crusting, including parchment-dressed leather, of other animals, without wool or hair on, whether or not split, other than leather of heading|4114"
4113100000,6,EN,Of goats or kids
4113200000,6,EN,Of swine
4113300000,6,EN,Of reptiles
4113900000,6,EN,Other
4114000000,4,EN,Chamois (including combination chamois) leather; patent leather and patent laminated leather; metallised leather
4114100000,6,EN,Chamois (including combination chamois) leather
4114101000,8,EN,Of sheep or lambs
4114109000,8,EN,Of other animals
4114200000,6,EN,Patent leather and patent laminated leather; metallised leather
4115000000,4,EN,"Composition leather with a basis of leather or leather fibre, in slabs, sheets or strip, whether or not in rolls; parings and other waste of leather or of composition leather, not suitable for the manufacture of leather articles; leather dust, powder and flour"
4115100000,6,EN,"Composition leather with a basis of leather or leather fibre, in slabs, sheets or strip, whether or not in rolls"
4115200000,6,EN,"Parings and other waste of leather or of composition leather, not suitable for the manufacture of leather articles; leather dust, powder and flour"
4200000000,2,EN,"ARTICLES OF LEATHER; SADDLERY AND HARNESS; TRAVEL GOODS, HANDBAGS AND SIMILAR CONTAINERS; ARTICLES OF ANIMAL GUT (OTHER THAN SILKWORM GUT)"
4201000000,4,EN,"Saddlery and harness for any animal (including traces, leads, knee pads, muzzles, saddle-cloths, saddlebags, dog coats and the like), of any material"
4201000010,10,EN,"Riding saddles, of leather, hand-made"
4201000090,10,EN,Other
4202000000,4,EN,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels, spectacle cases, binocular cases, camera cases, musical instrument cases, gun cases, holsters and similar containers; travelling-bags, insulated food or beverages bags, toilet bags, rucksacks, handbags, shopping-bags, wallets, purses, map-cases, cigarette-cases, tobacco-pouches, tool bags, sports bags, bottle-cases, jewellery boxes, powder boxes, cutlery cases and similar containers, of leather or of composition leather, of sheeting of plastics, of textile materials, of vulcanised fibre or of paperboard, or wholly or mainly covered with such materials or with paper"
4202110000,6,EN,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar containers"
4202110000,6,EN,With outer surface of leather or of composition leather
4202111000,8,EN,"Executive-cases, briefcases, school satchels and similar containers"
4202111010,10,EN,Hand-made
4202111090,10,EN,Other
4202119000,8,EN,Other
4202119010,10,EN,Hand-made
4202119090,10,EN,Other
4202120000,6,EN,With outer surface of plastics or of textile materials
4202121100,8,EN,Of sheeting of plastics
4202121100,8,EN,"Executive-cases, briefcases, school satchels and similar containers"
4202121900,8,EN,Other
4202125000,8,EN,Of moulded plastic material
4202129100,8,EN,"Of other materials, including vulcanised fibre"
4202129100,8,EN,"Executive-cases, briefcases, school satchels and similar containers"
4202129110,10,EN,Hand-made
4202129190,10,EN,Other
4202129900,8,EN,Other
4202129910,10,EN,Hand-made
4202129990,10,EN,Other
4202190000,6,EN,Other
4202191000,8,EN,Of aluminium
4202199000,8,EN,Of other materials
4202199010,10,EN,Hand-made
4202199090,10,EN,Other
4202210000,6,EN,"Handbags, whether or not with shoulder strap, including those without handle"
4202210000,6,EN,With outer surface of leather or of composition leather
4202210010,10,EN,Hand-made
4202210090,10,EN,Other
4202220000,6,EN,With outer surface of sheeting of plastics or of textile materials
4202221000,8,EN,Of sheeting of plastics
4202229000,8,EN,Of textile materials
4202229010,10,EN,Hand-made
4202229090,10,EN,Other
4202290000,6,EN,Other
4202310000,6,EN,Articles of a kind normally carried in the pocket or in the handbag
4202310000,6,EN,With outer surface of leather or of composition leather
4202310010,10,EN,Hand-made
4202310090,10,EN,Other
4202320000,6,EN,With outer surface of sheeting of plastics or of textile materials
4202321000,8,EN,Of sheeting of plastics
4202329000,8,EN,Of textile materials
4202329010,10,EN,Hand-made
4202329090,10,EN,Other
4202390000,6,EN,Other
4202390010,10,EN,Hand-made
4202390090,10,EN,Other
4202910000,6,EN,Other
4202910000,6,EN,With outer surface of leather or of composition leather
4202911000,8,EN,"Travelling-bags, toilet bags, rucksacks and sports bags"
4202911010,10,EN,Hand-made
4202911090,10,EN,Other
4202918000,8,EN,Other
4202918010,10,EN,Hand-made
4202918090,10,EN,Other
4202920000,6,EN,With outer surface of sheeting of plastics or of textile materials
4202921100,8,EN,Of sheeting of plastics
4202921100,8,EN,"Travelling-bags, toilet bags, rucksacks and sports bags"
4202921500,8,EN,Musical instrument cases
4202921900,8,EN,Other
4202929100,8,EN,Of textile materials
4202929100,8,EN,"Travelling-bags, toilet bags, rucksacks and sports bags"
4202929110,10,EN,Hand-made
4202929190,10,EN,Other
4202929800,8,EN,Other
4202929810,10,EN,Hand-made
4202929890,10,EN,Other
4202990000,6,EN,Other
4202990010,10,EN,"Musical instrument cases, hand-made"
4202990090,10,EN,Other
4203000000,4,EN,"Articles of apparel and clothing accessories, of leather or of composition leather"
4203100000,6,EN,Articles of apparel
4203210000,6,EN,"Gloves, mittens and mitts"
4203210000,6,EN,Specially designed for use in sports
4203290000,6,EN,Other
4203291000,8,EN,Protective for all trades
4203299000,8,EN,Other
4203300000,6,EN,Belts and bandoliers
4203300010,10,EN,Hand-made
4203300090,10,EN,Other
4203400000,6,EN,Other clothing accessories
4203400010,10,EN,Hand-made
4203400090,10,EN,Other
4205000000,4,EN,Other articles of leather or of composition leather
4205001100,8,EN,Of a kind used in machinery or mechanical appliances or for other technical uses
4205001100,8,EN,Conveyor or transmission belts or belting
4205001900,8,EN,Other
4205009000,8,EN,Other
4206000000,4,EN,"Articles of gut (other than silkworm gut), of goldbeater's skin, of bladders or of tendons"
4300000000,2,EN,FURSKINS AND ARTIFICIAL FUR; MANUFACTURES THEREOF
4301000000,4,EN,"Raw furskins (including heads, tails, paws and other pieces or cuttings, suitable for furriers' use), other than raw hides and skins of heading|4101, 4102|or 4103"
4301100000,6,EN,"Of mink, whole, with or without head, tail or paws"
4301300000,6,EN,"Of lamb, the following: Astrakhan, Broadtail, Caracul, Persian and similar lamb, Indian, Chinese, Mongolian or Tibetan lamb, whole, with or without head, tail or paws"
4301600000,6,EN,"Of fox, whole, with or without head, tail or paws"
4301800000,6,EN,"Other furskins, whole, with or without head, tail or paws"
4301900000,6,EN,"Heads, tails, paws and other pieces or cuttings, suitable for furriers' use"
4302000000,4,EN,"Tanned or dressed furskins (including heads, tails, paws and other pieces or cuttings), unassembled, or assembled (without the addition of other materials) other than those of heading|4303"
4302110000,6,EN,"Whole skins, with or without head, tail or paws, not assembled"
4302110000,6,EN,Of mink
4302190000,6,EN,Other
4302191500,8,EN,"Of beaver, muskrat or fox"
4302193500,8,EN,Of rabbit or hare
4302194100,8,EN,Of seal
4302194100,8,EN,Of whitecoat pups of harp seal or of pups of hooded seal (blue-backs)
4302194900,8,EN,Other
4302197500,8,EN,Of sheep or lambs
4302197500,8,EN,"Of lamb, the following: Astrakhan, Broadtail, Caracul, Persian and similar lamb, Indian, Chinese, Mongolian or Tibetan lamb"
4302198000,8,EN,Other
4302199900,8,EN,Other
4302200000,6,EN,"Heads, tails, paws and other pieces or cuttings, not assembled"
4302300000,6,EN,"Whole skins and pieces or cuttings thereof, assembled"
4302301000,8,EN,'Dropped' furskins
4302302500,8,EN,Other
4302302500,8,EN,Of rabbit or hare
4302305100,8,EN,Of seal
4302305100,8,EN,Of whitecoat pups of harp seal or of pups of hooded seal (blue-backs)
4302305500,8,EN,Other
4302309900,8,EN,Other
4303000000,4,EN,"Articles of apparel, clothing accessories and other articles of furskin"
4303100000,6,EN,Articles of apparel and clothing accessories
4303101000,8,EN,Of furskins of whitecoat pups of harp seal or of pups of hooded seal (blue-backs)
4303109000,8,EN,Other
4303900000,6,EN,Other
4304000000,4,EN,Artificial fur and articles thereof
4400000000,2,EN,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL
4401000000,4,EN,"Fuel wood, in logs, in billets, in twigs, in faggots or in similar forms; wood in chips or particles; sawdust and wood waste and scrap, whether or not agglomerated in logs, briquettes, pellets or similar forms"
4401110000,6,EN,"Fuel wood, in logs, in billets, in twigs, in faggots or in similar forms"
4401110000,6,EN,Coniferous
4401120000,6,EN,Non-coniferous
4401210000,6,EN,Wood in chips or particles
4401210000,6,EN,Coniferous
4401220000,6,EN,Non-coniferous
4401221000,8,EN,Of eucalyptus (Eucalyptus spp.)
4401229000,8,EN,Other
4401310000,6,EN,"Sawdust and wood waste and scrap, agglomerated in logs, briquettes, pellets or similar forms"
4401310000,6,EN,Wood pellets
4401320000,6,EN,Wood briquettes
4401390000,6,EN,Other
4401410000,6,EN,"Sawdust and wood waste and scrap, not agglomerated"
4401410000,6,EN,Sawdust
4401490000,6,EN,Other
