goods_code,hier_pos,language,description
0207277000,8,EN,Other
0207278000,8,EN,Other
0207279100,8,EN,Offal
0207279100,8,EN,Livers
0207279900,8,EN,Other
0207410000,6,EN,Of ducks
0207410000,6,EN,"Not cut in pieces, fresh or chilled"
0207412000,8,EN,"Plucked, bled, gutted but not drawn, with heads and feet, known as '85|%|ducks'"
0207413000,8,EN,"Plucked and drawn, without heads and feet but with necks, hearts, livers and gizzards, known as '70|%|ducks'"
0207418000,8,EN,"Plucked and drawn, without heads and feet and without necks, hearts, livers and gizzards, known as '63|%|ducks', or otherwise presented"
0207420000,6,EN,"Not cut in pieces, frozen"
0207423000,8,EN,"Plucked and drawn, without heads and feet but with necks, hearts, livers and gizzards, known as '70|%|ducks'"
0207428000,8,EN,"Plucked and drawn, without heads and feet and without necks, hearts, livers and gizzards, known as '63|%|ducks', or otherwise presented"
0207430000,6,EN,"Fatty livers, fresh or chilled"
0207440000,6,EN,"Other, fresh or chilled"
0207441000,8,EN,Cuts
0207441000,8,EN,Boneless
0207442100,8,EN,With bone in
0207442100,8,EN,Halves or quarters
0207443100,8,EN,"Whole wings, with or without tips"
0207444100,8,EN,"Backs, necks, backs with necks attached, rumps and wing-tips"
0207445100,8,EN,Breasts and cuts thereof
0207446100,8,EN,Legs and cuts thereof
0207447100,8,EN,Paletots
0207448100,8,EN,Other
0207449100,8,EN,Offal
0207449100,8,EN,"Livers, other than fatty livers"
0207449900,8,EN,Other
0207450000,6,EN,"Other, frozen"
0207451000,8,EN,Cuts
0207451000,8,EN,Boneless
0207452100,8,EN,With bone in
0207452100,8,EN,Halves or quarters
0207453100,8,EN,"Whole wings, with or without tips"
0207454100,8,EN,"Backs, necks, backs with necks attached, rumps and wing-tips"
0207455100,8,EN,Breasts and cuts thereof
0207456100,8,EN,Legs and cuts thereof
0207457100,8,EN,Paletots
0207458100,8,EN,Other
0207459300,8,EN,Offal
0207459300,8,EN,Livers
0207459300,8,EN,Fatty livers
0207459500,8,EN,Other
0207459900,8,EN,Other
0207510000,6,EN,Of geese
0207510000,6,EN,"Not cut in pieces, fresh or chilled"
0207511000,8,EN,"Plucked, bled, not drawn, with heads and feet, known as '82|%|geese'"
0207519000,8,EN,"Plucked and drawn, without heads and feet, with or without hearts and gizzards, known as '75|%|geese', or otherwise presented"
0207520000,6,EN,"Not cut in pieces, frozen"
0207521000,8,EN,"Plucked, bled, not drawn, with heads and feet, known as '82|%|geese'"
0207529000,8,EN,"Plucked and drawn, without heads and feet, with or without hearts and gizzards, known as '75|%|geese', or otherwise presented"
0207530000,6,EN,"Fatty livers, fresh or chilled"
0207540000,6,EN,"Other, fresh or chilled"
0207541000,8,EN,Cuts
0207541000,8,EN,Boneless
0207542100,8,EN,With bone in
0207542100,8,EN,Halves or quarters
0207543100,8,EN,"Whole wings, with or without tips"
0207544100,8,EN,"Backs, necks, backs with necks attached, rumps and wing-tips"
0207545100,8,EN,Breasts and cuts thereof
0207546100,8,EN,Legs and cuts thereof
0207547100,8,EN,Paletots
0207548100,8,EN,Other
0207549100,8,EN,Offal
0207549100,8,EN,"Livers, other than fatty livers"
0207549900,8,EN,Other
0207550000,6,EN,"Other, frozen"
0207551000,8,EN,Cuts
0207551000,8,EN,Boneless
0207552100,8,EN,With bone in
0207552100,8,EN,Halves or quarters
0207553100,8,EN,"Whole wings, with or without tips"
0207554100,8,EN,"Backs, necks, backs with necks attached, rumps and wing-tips"
0207555100,8,EN,Breasts and cuts thereof
0207556100,8,EN,Legs and cuts thereof
0207557100,8,EN,Paletots
0207558100,8,EN,Other
0207559300,8,EN,Offal
0207559300,8,EN,Livers
0207559300,8,EN,Fatty livers
0207559500,8,EN,Other
0207559900,8,EN,Other
0207600000,6,EN,Of guinea fowls
0207600500,8,EN,"Not cut in pieces, fresh, chilled or frozen"
0207600510,10,EN,fresh or chilled
0207600590,10,EN,frozen
0207601000,8,EN,"Other, fresh, chilled or frozen"
0207601000,8,EN,Cuts
0207601000,8,EN,Boneless
0207602100,8,EN,With bone in
0207602100,8,EN,Halves or quarters
0207602110,10,EN,Fresh or chilled
0207602190,10,EN,Other
0207603100,8,EN,"Whole wings, with or without tips"
0207604100,8,EN,"Backs, necks, backs with necks attached, rumps and wing-tips"
0207605100,8,EN,Breasts and cuts thereof
0207606100,8,EN,Legs and cuts thereof
0207608100,8,EN,Other
0207609100,8,EN,Offal
0207609100,8,EN,Livers
0207609110,10,EN,Fresh or chilled
0207609190,10,EN,Other
0207609900,8,EN,Other
0208000000,4,EN,"Other meat and edible meat offal, fresh, chilled or frozen"
0208100000,6,EN,Of rabbits or hares
0208101000,8,EN,Of domestic rabbits
0208109000,8,EN,Other
0208300000,6,EN,Of primates
0208400000,6,EN,"Of whales, dolphins and porpoises (mammals of the order Cetacea); of manatees and dugongs (mammals of the order Sirenia); of seals, sea lions and walruses (mammals of the suborder Pinnipedia)"
0208401000,8,EN,Whale meat
0208402000,8,EN,Seal meat
0208408000,8,EN,Other
0208500000,6,EN,Of reptiles (including snakes and turtles)
0208600000,6,EN,Of camels and other camelids (Camelidae)
0208900000,6,EN,Other
0208901000,8,EN,Of domestic pigeons
0208903000,8,EN,"Of game, other than of rabbits or hares"
0208906000,8,EN,Of reindeer
0208907000,8,EN,Frogs' legs
0208909800,8,EN,Other
0209000000,4,EN,"Pig fat, free of lean meat, and poultry fat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked"
0209100000,6,EN,Of pigs
0209101100,8,EN,Subcutaneous pig fat
0209101100,8,EN,"Fresh, chilled, frozen, salted or in brine"
0209101900,8,EN,Dried or smoked
0209109000,8,EN,"Pig fat, other than that of subheading|0209|10|11|or 0209|10|19"
0209900000,6,EN,Other
0210000000,4,EN,"Meat and edible meat offal, salted, in brine, dried or smoked; edible flours and meals of meat or meat offal"
0210110000,6,EN,Meat of swine
0210110000,6,EN,"Hams, shoulders and cuts thereof, with bone in"
0210111100,8,EN,Of domestic swine
0210111100,8,EN,Salted or in brine
0210111100,8,EN,Hams and cuts thereof
0210111900,8,EN,Shoulders and cuts thereof
0210113100,8,EN,Dried or smoked
0210113100,8,EN,Hams and cuts thereof
0210113900,8,EN,Shoulders and cuts thereof
0210119000,8,EN,Other
0210120000,6,EN,Bellies (streaky) and cuts thereof
0210121100,8,EN,Of domestic swine
0210121100,8,EN,Salted or in brine
0210121900,8,EN,Dried or smoked
0210129000,8,EN,Other
0210190000,6,EN,Other
0210191000,8,EN,Of domestic swine
0210191000,8,EN,Salted or in brine
0210191000,8,EN,Bacon sides or spencers
0210192000,8,EN,Three-quarter sides or middles
0210193000,8,EN,Fore-ends and cuts thereof
0210194000,8,EN,Loins and cuts thereof
0210195000,8,EN,Other
0210195010,10,EN,"Hams, in brine, enclosed in a bladder or in an artificial gut"
0210195090,10,EN,Other
0210196000,8,EN,Dried or smoked
0210196000,8,EN,Fore-ends and cuts thereof
0210197000,8,EN,Loins and cuts thereof
0210198100,8,EN,Other
0210198100,8,EN,Boneless
0210198110,10,EN,"Meat from chop, smoked"
0210198120,10,EN,"Pork neck, dried in air, seasoned or not, whole, in pieces or thinly sliced"
0210198190,10,EN,Other
0210198900,8,EN,Other
0210199000,8,EN,Other
0210200000,6,EN,Meat of bovine animals
0210201000,8,EN,With bone in
0210201010,10,EN,Of bison
0210201090,10,EN,Other
0210209000,8,EN,Boneless
0210209011,10,EN,"Cuts of meat from haunches of bovine animals aged at least 18 months, with no visible intramuscular fat (3 to 7 %) and a pH of the fresh meat between 5.4 and 6.0; salted, seasoned, pressed, dried only in fresh dry air and developing noble mould (bloom of microscopic fungi); the weight of the finished product is between 41|% and 53|% of the raw material before salting
"
0210209011,10,EN,Of bison
0210209015,10,EN,Other
0210209091,10,EN,Other
0210209091,10,EN,Of bison
0210209099,10,EN,Other
0210910000,6,EN,"Other, including edible flours and meals of meat or meat offal"
0210910000,6,EN,Of primates
0210920000,6,EN,"Of whales, dolphins and porpoises (mammals of the order Cetacea); of manatees and dugongs (mammals of the order Sirenia); of seals, sea lions and walruses (mammals of the suborder Pinnipedia)"
0210921000,8,EN,"Of whales, dolphins and porpoises (mammals of the order Cetacea); of manatees and dugongs (mammals of the order Sirenia)"
0210929100,8,EN,Other
0210929100,8,EN,Meat
0210929200,8,EN,Offal
0210929900,8,EN,Edible flours and meals of meat or meat offal
0210930000,6,EN,Of reptiles (including snakes and turtles)
0210990000,6,EN,Other
0210991000,8,EN,Meat
0210991000,8,EN,"Of horses, salted, in brine or dried"
0210992100,8,EN,Of sheep and goats
0210992100,8,EN,With bone in
0210992110,10,EN,Frozen
0210992190,10,EN,Other
0210992900,8,EN,Boneless
0210992910,10,EN,Frozen
0210992990,10,EN,Other
0210993100,8,EN,Of reindeer
0210993900,8,EN,Other
0210993910,10,EN,"Poultrymeat, salted or in brine, of heading 0207"
0210993990,10,EN,Other
0210994100,8,EN,Offal
0210994100,8,EN,Of domestic swine
0210994100,8,EN,Livers
0210994900,8,EN,Other
0210995100,8,EN,Of bovine animals
0210995100,8,EN,Thick skirt and thin skirt
0210995110,10,EN,Of bison
0210995190,10,EN,Other
0210995900,8,EN,Other
0210995910,10,EN,Of bison
0210995990,10,EN,Other
0210997100,8,EN,Other
0210997100,8,EN,Poultry liver
0210997100,8,EN,"Fatty livers of geese or ducks, salted or in brine"
0210997900,8,EN,Other
0210998500,8,EN,Other
0210998510,10,EN,Of sheep and goats
0210998590,10,EN,Other
0210999000,8,EN,Edible flours and meals of meat or meat offal
0210999010,10,EN,Of domestic swine and bovine animals
0210999090,10,EN,Other
0300000000,2,EN,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES"
0301000000,4,EN,Live fish
0301110000,6,EN,Ornamental fish
0301110000,6,EN,Freshwater fish
0301190000,6,EN,Other
0301910000,6,EN,Other live fish
0301910000,6,EN,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)"
0301911000,8,EN,Of the species Oncorhynchus apache or Oncorhynchus chrysogaster
0301919000,8,EN,Other
0301919011,10,EN,Of the species Oncorhynchus mykiss
0301919011,10,EN,Weighing 1.2 kg or less each
0301919019,10,EN,Other
0301919090,10,EN,Other
0301920000,6,EN,Eels (Anguilla spp.)
0301921000,8,EN,Of a length of less than 12|cm
0301923000,8,EN,Of a length of 12|cm or more but less than 20|cm
0301929000,8,EN,Of a length of 20|cm or more
0301930000,6,EN,"Carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)"
0301940000,6,EN,"Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)"
0301941000,8,EN,Atlantic bluefin tuna (Thunnus thynnus)
0301949000,8,EN,Pacific bluefin tuna (Thunnus orientalis)
0301950000,6,EN,Southern bluefin tuna (Thunnus maccoyii)
0301990000,6,EN,Other
0301991100,8,EN,Freshwater fish
0301991100,8,EN,"Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)"
0301991140,10,EN,Atlantic salmon (Salmo salar)
0301991180,10,EN,Other
0301991700,8,EN,Other
0301998500,8,EN,Other
0301998510,10,EN,Sharks (Squalus|spp.)
0301998522,10,EN,European sea bass (Dicentrarchus labrax)
0301998530,10,EN,Porbeagle shark (Lamna nasus)
0301998540,10,EN,Lesser or Greenland halibut (Reinhardtius hippoglossoides)
0301998550,10,EN,Atlantic halibut (Hippoglossus hippoglossus)
0301998560,10,EN,Gilt-head sea bream (Sparus aurata)
0301998570,10,EN,Swordfish (Xiphias gladius)
0301998575,10,EN,Bigeye tuna (Thunnus obesus)
0301998580,10,EN,"Sea bream (Dentex dentex, Pagellus|spp.)"
0301998590,10,EN,Other
0302000000,4,EN,"Fish, fresh or chilled, excluding fish fillets and other fish meat of heading 0304"
0302110000,6,EN,"Salmonidae, excluding edible fish offal of subheadings 0302|91|to 0302|99"
0302110000,6,EN,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)"
0302111000,8,EN,Of the species Oncorhynchus apache or Oncorhynchus chrysogaster
0302112000,8,EN,"Of the species Oncorhynchus mykiss, with heads and gills on, gutted, weighing more than 1,2|kg each, or with heads off, gilled and gutted, weighing more than 1|kg each"
0302112010,10,EN,For processing
0302112090,10,EN,Other
0302118000,8,EN,Other
0302118011,10,EN,Of the species Oncorhynchus mykiss
0302118011,10,EN,"In the form of whole fish (with heads on), whether or not gilled, whether or not gutted, weighing 1,2 kg or less each; with heads off, whether or not gilled, whether or not gutted, weighing 1 kg or less each"
0302118019,10,EN,Other
0302118090,10,EN,Other
0302130000,6,EN,"Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus)"
0302140000,6,EN,Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)
0302140010,10,EN,Atlantic salmon (Salmo salar)
0302140090,10,EN,Danube salmon (Hucho hucho)
0302190000,6,EN,Other
0302210000,6,EN,"Flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae), excluding edible fish offal of subheadings 0302|91|to 0302|99"
0302210000,6,EN,"Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)"
0302211000,8,EN,Lesser or Greenland halibut (Reinhardtius hippoglossoides)
0302213000,8,EN,Atlantic halibut (Hippoglossus hippoglossus)
0302219000,8,EN,Pacific halibut (Hippoglossus stenolepis)
0302220000,6,EN,Plaice (Pleuronectes platessa)
0302230000,6,EN,Sole (Solea spp.)
0302240000,6,EN,Turbots (Psetta maxima)
0302290000,6,EN,Other
0302291000,8,EN,Megrim (Lepidorhombus spp.)
0302298000,8,EN,Other
0302310000,6,EN,"Tunas (of the genus Thunnus), skipjack tuna (stripe-bellied bonito) (Katsuwonus pelamis), excluding edible fish offal of subheadings 0302|91|to 0302|99"
0302310000,6,EN,Albacore or longfinned tuna (Thunnus alalunga)
0302311000,8,EN,For the industrial manufacture of products of heading|1604
0302319000,8,EN,Other
0302320000,6,EN,Yellowfin tuna (Thunnus albacares)
0302321000,8,EN,For the industrial manufacture of products of heading|1604
0302329000,8,EN,Other
0302330000,6,EN,Skipjack tuna (stripe-bellied bonito) (Katsuwonus pelamis)
0302331000,8,EN,For the industrial manufacture of products of heading|1604
0302339000,8,EN,Other
0302340000,6,EN,Bigeye tuna (Thunnus obesus)
0302341000,8,EN,For the industrial manufacture of products of heading|1604
0302349000,8,EN,Other
0302350000,6,EN,"Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)"
0302351100,8,EN,Atlantic bluefin tuna (Thunnus thynnus)
0302351100,8,EN,For the industrial manufacture of products of heading|1604
0302351900,8,EN,Other
0302359100,8,EN,Pacific bluefin tuna (Thunnus orientalis)
0302359100,8,EN,For the industrial manufacture of products of heading|1604
0302359900,8,EN,Other
0302360000,6,EN,Southern bluefin tuna (Thunnus maccoyii)
0302361000,8,EN,For the industrial manufacture of products of heading|1604
0302369000,8,EN,Other
0302390000,6,EN,Other
0302392000,8,EN,For the industrial manufacture of products of heading|1604
0302398000,8,EN,Other
0302410000,6,EN,"Herrings (Clupea harengus, Clupea pallasii), anchovies (Engraulis spp.), sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), Indian mackerels (Rastrelliger spp.), seerfishes (Scomberomorus spp.), jack and horse mackerel (Trachurus spp.), jacks, crevalles (Caranx spp.), cobia (Rachycentron canadum), silver pomfrets (Pampus spp.), Pacific saury (Cololabis saira), scads (Decapterus spp.), capelin (Mallotus villosus), swordfish (Xiphias gladius), Kawakawa (Euthynnus affinis), bonitos (Sarda spp.), marlins, sailfishes, spearfish (Istiophoridae), excluding edible fish offal of subheadings 0302|91|to 0302|99"
